customer_id,name,email,phone,lifetime_value,total_payments_count,successful_payments_count,success_rate
cust_01603,Isha Rao,isha.rao31@example.com,+919840868838,23309.6,18,16,0.898
cust_01604,Kabir Singh,kabir.singh87@example.com,+919825882013,35075.82,12,6,0.541
cust_01605,Priya Chopra,priya.chopra71@example.com,+919874293132,11347.92,31,24,0.787
cust_01606,Aditi Gupta,aditi.gupta83@example.com,+919889503557,42954.84,7,6,0.895
cust_01607,Isha Sharma,isha.sharma31@example.com,+919844663022,4915.05,7,1,0.226
cust_01608,Kavita Chopra,kavita.chopra12@example.com,+919898817918,18794.35,8,5,0.722
cust_01609,Priya Deshmukh,priya.deshmukh71@example.com,+919832893086,70603.94,14,11,0.844
cust_01610,Kabir Joshi,kabir.joshi94@example.com,+919878559074,170248.53,26,23,0.917
cust_01611,Rajesh Joshi,rajesh.joshi18@example.com,+919840845084,7432.32,6,4,0.78
cust_01612,Rahul Chopra,rahul.chopra63@example.com,+919830073763,44267.13,21,9,0.46
cust_01613,Suresh Nair,suresh.nair25@example.com,+919822507745,146932.5,43,33,0.78
cust_01614,Aarav Kapoor,aarav.kapoor96@example.com,+919897138408,28359.25,7,5,0.847
cust_01615,Zoya Patel,zoya.patel71@example.com,+919861168696,213125.85,49,45,0.935
cust_01616,Zoya Gupta,zoya.gupta42@example.com,+919874040812,4962.3,4,2,0.709
cust_01617,Suresh Kumar,suresh.kumar42@example.com,+919835369971,19002.0,5,4,0.921
cust_01618,Dev Nair,dev.nair10@example.com,+919860335658,24136.77,12,7,0.634
cust_01619,Dev Gupta,dev.gupta64@example.com,+919897453041,110404.02,39,31,0.81
cust_01620,Vikram Joshi,vikram.joshi45@example.com,+919863345392,40150.0,19,10,0.54
cust_01621,Vikram Nair,vikram.nair81@example.com,+919874929189,137748.6,27,22,0.821
cust_01622,Yash Reddy,yash.reddy27@example.com,+919898487446,296758.41,49,39,0.803
cust_01623,Dev Patel,dev.patel75@example.com,+919863762374,79342.76,21,14,0.672
cust_01624,Aditi Gupta,aditi.gupta59@example.com,+919895345915,39318.5,14,10,0.771
cust_01625,Rajesh Kumar,rajesh.kumar21@example.com,+919818600733,20675.2,43,35,0.835
cust_01626,Yash Kapoor,yash.kapoor61@example.com,+919892405066,7424.7,21,10,0.497
cust_01627,Kabir Chopra,kabir.chopra73@example.com,+919868917831,87578.75,38,35,0.946
cust_01628,Aditi Bhat,aditi.bhat86@example.com,+919878524572,65879.88,15,12,0.803
cust_01629,Vikram Patel,vikram.patel93@example.com,+919810038556,0.0,5,0,0.08
cust_01630,Vikram Chopra,vikram.chopra60@example.com,+919864418707,35619.05,50,43,0.869
cust_01631,Ananya Nair,ananya.nair46@example.com,+919885042992,0.0,5,0,0.168
cust_01632,Meera Rao,meera.rao61@example.com,+919887162674,32473.62,37,29,0.79
cust_01633,Ananya Nair,ananya.nair47@example.com,+919855629449,7046.07,5,1,0.323
cust_01634,Kavita Mehta,kavita.mehta98@example.com,+919869427400,0.0,4,0,0.241
cust_01635,Amit Chopra,amit.chopra68@example.com,+919888762521,4100.85,10,5,0.564
cust_01636,Neha Chopra,neha.chopra99@example.com,+919840860700,29939.56,13,7,0.54
cust_01637,Aarav Reddy,aarav.reddy43@example.com,+919843320572,18593.82,26,21,0.842
cust_01638,Kabir Rao,kabir.rao50@example.com,+919857451057,106299.34,16,14,0.882
cust_01639,Meera Rao,meera.rao35@example.com,+919841522559,10324.5,8,5,0.697
cust_01640,Neha Deshmukh,neha.deshmukh89@example.com,+919857785185,38526.25,10,7,0.775
cust_01641,Priya Joshi,priya.joshi10@example.com,+919882675403,10158.28,6,2,0.338
cust_01642,Priya Kapoor,priya.kapoor83@example.com,+919846874043,88489.8,37,36,0.976
cust_01643,Neha Bhat,neha.bhat83@example.com,+919827212880,241130.88,35,32,0.934
cust_01644,Aditi Nair,aditi.nair54@example.com,+919862843790,78191.1,16,10,0.664
cust_01645,Rahul Rao,rahul.rao50@example.com,+919811129926,35500.08,42,33,0.798
cust_01646,Vikram Joshi,vikram.joshi43@example.com,+919835119175,215058.48,35,28,0.805
cust_01647,Tanvi Singh,tanvi.singh33@example.com,+919876943778,71555.3,28,23,0.846
cust_01648,Yash Mehta,yash.mehta67@example.com,+919834144323,94758.16,48,46,0.975
cust_01649,Dev Reddy,dev.reddy44@example.com,+919841649234,22768.0,17,16,0.947
cust_01650,Isha Rao,isha.rao11@example.com,+919833703827,149833.25,45,35,0.781
cust_01651,Tanvi Bhat,tanvi.bhat72@example.com,+919850269906,23573.83,8,7,0.947
cust_01652,Kabir Sharma,kabir.sharma37@example.com,+919844130183,174967.73,33,29,0.895
cust_01653,Rohan Singh,rohan.singh56@example.com,+919885208908,11318.25,27,25,0.936
cust_01654,Dev Singh,dev.singh96@example.com,+919891279039,177838.8,46,40,0.882
cust_01655,Siddharth Singh,siddharth.singh51@example.com,+919878510704,29108.25,10,9,0.919
cust_01656,Siddharth Rao,siddharth.rao90@example.com,+919829441214,24835.93,12,7,0.618
cust_01657,Rajesh Joshi,rajesh.joshi61@example.com,+919819575640,54799.2,25,20,0.829
cust_01658,Siddharth Reddy,siddharth.reddy44@example.com,+919891253395,44194.5,16,7,0.492
cust_01659,Vikram Reddy,vikram.reddy85@example.com,+919879918804,0.0,3,0,0.191
cust_01660,Isha Reddy,isha.reddy40@example.com,+919898855162,17292.6,10,9,0.921
cust_01661,Yash Verma,yash.verma22@example.com,+919818562070,0.0,1,0,0.211
cust_01662,Yash Nair,yash.nair20@example.com,+919823949034,269036.64,46,36,0.786
cust_01663,Yash Mehta,yash.mehta39@example.com,+919843204998,3932.49,6,3,0.551
cust_01664,Kabir Sharma,kabir.sharma14@example.com,+919899060057,128613.87,35,33,0.961
cust_01665,Suresh Kapoor,suresh.kapoor44@example.com,+919883624500,209267.97,49,47,0.973
cust_01666,Kavita Joshi,kavita.joshi68@example.com,+919894697764,43306.4,15,10,0.698
cust_01667,Suresh Mehta,suresh.mehta54@example.com,+919874646194,80117.7,33,30,0.935
cust_01668,Zoya Mehta,zoya.mehta29@example.com,+919850744867,32427.01,13,11,0.87
cust_01669,Priya Nair,priya.nair11@example.com,+919876025948,0.0,1,0,0.212
cust_01670,Siddharth Joshi,siddharth.joshi39@example.com,+919810968781,113637.32,40,31,0.793
cust_01671,Neha Gupta,neha.gupta92@example.com,+919862307771,3551.24,4,1,0.475
cust_01672,Neha Nair,neha.nair88@example.com,+919846489118,69587.2,22,20,0.921
cust_01673,Ananya Gupta,ananya.gupta27@example.com,+919848868823,67072.04,33,28,0.855
cust_01674,Rajesh Rao,rajesh.rao34@example.com,+919853036072,13641.89,39,29,0.761
cust_01675,Dev Mehta,dev.mehta44@example.com,+919826782477,4972.6,9,5,0.647
cust_01676,Aarav Rao,aarav.rao37@example.com,+919855890766,263482.56,36,33,0.931
cust_01677,Amit Reddy,amit.reddy14@example.com,+919854325223,8778.0,14,12,0.923
cust_01678,Yash Verma,yash.verma79@example.com,+919873102032,131856.6,21,20,0.956
cust_01679,Aarav Verma,aarav.verma41@example.com,+919861646699,103452.96,25,13,0.551
cust_01680,Meera Rao,meera.rao22@example.com,+919879946108,33282.66,14,6,0.471
cust_01681,Siddharth Kapoor,siddharth.kapoor51@example.com,+919831288466,30177.91,19,7,0.414
cust_01682,Rohan Rao,rohan.rao91@example.com,+919850106013,86986.68,47,44,0.954
cust_01683,Dev Patel,dev.patel91@example.com,+919868272190,81636.89,22,17,0.788
cust_01684,Yash Bhat,yash.bhat41@example.com,+919811198544,5600.73,8,1,0.248
cust_01685,Isha Singh,isha.singh21@example.com,+919843382936,95893.05,44,33,0.771
cust_01686,Aditi Sharma,aditi.sharma55@example.com,+919896513378,11419.83,11,9,0.873
cust_01687,Neha Singh,neha.singh81@example.com,+919896522918,59455.5,16,10,0.674
cust_01688,Aarav Reddy,aarav.reddy58@example.com,+919858072427,4036.83,3,1,0.485
cust_01689,Amit Nair,amit.nair47@example.com,+919882844534,13457.64,7,3,0.465
cust_01690,Tanvi Reddy,tanvi.reddy69@example.com,+919846953423,16881.04,19,11,0.604
cust_01691,Rahul Gupta,rahul.gupta67@example.com,+919849684512,2749.86,16,9,0.584
cust_01692,Rahul Kumar,rahul.kumar33@example.com,+919812512536,23525.26,21,11,0.524
cust_01693,Ananya Chopra,ananya.chopra78@example.com,+919862008140,53525.16,40,36,0.907
cust_01694,Siddharth Singh,siddharth.singh62@example.com,+919896020669,29283.48,47,36,0.772
cust_01695,Isha Gupta,isha.gupta14@example.com,+919837122588,23483.95,7,5,0.794
cust_01696,Yash Chopra,yash.chopra72@example.com,+919880574548,3120.93,3,1,0.601
cust_01697,Rajesh Reddy,rajesh.reddy19@example.com,+919811756387,0.0,8,0,0.121
cust_01698,Ananya Rao,ananya.rao91@example.com,+919818147041,185628.8,31,28,0.921
cust_01699,Aditi Deshmukh,aditi.deshmukh88@example.com,+919845677170,19802.2,24,22,0.919
cust_01700,Meera Nair,meera.nair22@example.com,+919823586205,7148.08,8,4,0.581
cust_01701,Neha Joshi,neha.joshi90@example.com,+919834011268,55803.42,11,9,0.878
cust_01702,Kavita Singh,kavita.singh96@example.com,+919871568435,3168.86,5,2,0.545
cust_01703,Kabir Nair,kabir.nair61@example.com,+919877738718,122469.27,43,33,0.786
cust_01704,Vikram Kapoor,vikram.kapoor50@example.com,+919883830667,0.0,6,0,0.16
cust_01705,Zoya Deshmukh,zoya.deshmukh51@example.com,+919891659860,154898.75,29,25,0.875
cust_01706,Rohan Singh,rohan.singh67@example.com,+919870062404,0.0,1,0,0.05
cust_01707,Rajesh Sharma,rajesh.sharma76@example.com,+919828130896,0.0,5,0,0.153
cust_01708,Meera Deshmukh,meera.deshmukh50@example.com,+919812912708,51640.12,10,7,0.721
cust_01709,Rahul Nair,rahul.nair83@example.com,+919886720441,30040.4,27,20,0.759
cust_01710,Rohan Singh,rohan.singh84@example.com,+919843535226,42234.75,10,9,0.937
cust_01711,Kavita Kapoor,kavita.kapoor37@example.com,+919820361818,16238.92,7,4,0.67
cust_01712,Kavita Deshmukh,kavita.deshmukh22@example.com,+919889890579,25903.28,20,8,0.413
cust_01713,Aditi Kapoor,aditi.kapoor52@example.com,+919856698401,13994.72,5,2,0.548
cust_01714,Neha Reddy,neha.reddy93@example.com,+919890839556,716.79,7,1,0.266
cust_01715,Rahul Sharma,rahul.sharma50@example.com,+919882468141,80005.6,49,40,0.825
cust_01716,Aditi Chopra,aditi.chopra60@example.com,+919869809598,4020.12,4,2,0.596
cust_01717,Siddharth Bhat,siddharth.bhat60@example.com,+919829865888,187206.83,41,31,0.769
cust_01718,Suresh Kumar,suresh.kumar43@example.com,+919821419108,53459.49,49,41,0.85
cust_01719,Isha Rao,isha.rao81@example.com,+919836589676,69314.85,17,15,0.9
cust_01720,Rahul Patel,rahul.patel41@example.com,+919819615892,296634.4,48,40,0.849
cust_01721,Ananya Verma,ananya.verma95@example.com,+919865510043,59056.8,25,20,0.83
cust_01722,Aarav Bhat,aarav.bhat49@example.com,+919832717056,10197.0,8,2,0.26
cust_01723,Amit Sharma,amit.sharma39@example.com,+919836801295,75529.08,25,11,0.453
cust_01724,Dev Reddy,dev.reddy16@example.com,+919842621391,405.75,5,1,0.365
cust_01725,Dev Mehta,dev.mehta67@example.com,+919873242092,59874.64,39,31,0.798
cust_01726,Suresh Nair,suresh.nair43@example.com,+919883658696,67824.6,14,12,0.918
cust_01727,Aarav Kumar,aarav.kumar84@example.com,+919899057266,14921.4,8,6,0.809
cust_01728,Rajesh Mehta,rajesh.mehta16@example.com,+919872405984,26924.35,14,5,0.403
cust_01729,Vikram Deshmukh,vikram.deshmukh23@example.com,+919812560649,56160.0,29,27,0.953
cust_01730,Yash Nair,yash.nair22@example.com,+919852339783,13883.28,10,8,0.887
cust_01731,Rahul Rao,rahul.rao81@example.com,+919812884132,65975.27,24,23,0.962
cust_01732,Yash Reddy,yash.reddy30@example.com,+919812465878,97232.67,45,37,0.831
cust_01733,Rahul Mehta,rahul.mehta17@example.com,+919893992429,37849.25,6,5,0.839
cust_01734,Rohan Patel,rohan.patel29@example.com,+919855873760,11840.3,4,2,0.623
cust_01735,Rahul Chopra,rahul.chopra88@example.com,+919893956490,14761.7,20,10,0.542
cust_01736,Siddharth Kapoor,siddharth.kapoor87@example.com,+919854195849,47846.4,46,35,0.78
cust_01737,Suresh Chopra,suresh.chopra35@example.com,+919828536762,248323.42,38,34,0.912
cust_01738,Zoya Kapoor,zoya.kapoor28@example.com,+919898077934,1644.34,6,2,0.362
cust_01739,Suresh Reddy,suresh.reddy25@example.com,+919834714210,30969.25,6,5,0.952
cust_01740,Zoya Kumar,zoya.kumar48@example.com,+919869459055,104804.42,22,14,0.679
cust_01741,Rohan Gupta,rohan.gupta34@example.com,+919824330619,166666.17,44,33,0.756
cust_01742,Rajesh Joshi,rajesh.joshi88@example.com,+919840992396,12265.24,6,4,0.803
cust_01743,Priya Gupta,priya.gupta74@example.com,+919891163038,96059.6,16,14,0.899
cust_01744,Priya Rao,priya.rao27@example.com,+919831983035,22277.55,5,3,0.757
cust_01745,Zoya Patel,zoya.patel95@example.com,+919837223861,41861.34,16,6,0.422
cust_01746,Priya Reddy,priya.reddy51@example.com,+919871410640,4981.06,3,1,0.545
cust_01747,Yash Reddy,yash.reddy50@example.com,+919862902012,57569.59,21,13,0.652
cust_01748,Aditi Nair,aditi.nair23@example.com,+919870614013,81586.19,20,19,0.952
cust_01749,Yash Reddy,yash.reddy15@example.com,+919884853354,12332.95,8,7,0.926
cust_01750,Amit Kumar,amit.kumar48@example.com,+919848374806,272932.35,44,37,0.847
cust_01751,Rahul Kapoor,rahul.kapoor28@example.com,+919872220513,54015.78,25,13,0.554
cust_01752,Kabir Bhat,kabir.bhat84@example.com,+919883337520,13279.14,33,27,0.845
cust_01753,Amit Joshi,amit.joshi35@example.com,+919871026547,269550.55,46,37,0.825
cust_01754,Kabir Reddy,kabir.reddy25@example.com,+919822239481,22007.78,28,23,0.853
cust_01755,Yash Reddy,yash.reddy75@example.com,+919892150984,638.08,7,1,0.179
cust_01756,Kabir Kapoor,kabir.kapoor52@example.com,+919885898994,27959.6,7,4,0.693
cust_01757,Kabir Bhat,kabir.bhat16@example.com,+919866315301,75708.3,33,30,0.918
cust_01758,Kabir Verma,kabir.verma26@example.com,+919837226295,15326.2,5,4,0.926
cust_01759,Priya Nair,priya.nair10@example.com,+919891602221,48401.28,20,9,0.481
cust_01760,Amit Kumar,amit.kumar66@example.com,+919820657547,17090.29,19,7,0.402
cust_01761,Suresh Deshmukh,suresh.deshmukh36@example.com,+919816565770,11655.0,27,20,0.763
cust_01762,Aditi Chopra,aditi.chopra83@example.com,+919890971604,7969.01,8,7,0.962
cust_01763,Kabir Gupta,kabir.gupta96@example.com,+919848168910,61185.54,21,13,0.635
cust_01764,Suresh Gupta,suresh.gupta68@example.com,+919887707540,50143.14,24,18,0.758
cust_01765,Yash Deshmukh,yash.deshmukh18@example.com,+919867354434,9352.0,17,7,0.422
cust_01766,Rohan Singh,rohan.singh77@example.com,+919865533646,29920.8,44,40,0.91
cust_01767,Kavita Reddy,kavita.reddy90@example.com,+919880994013,14981.94,10,2,0.214
cust_01768,Siddharth Kumar,siddharth.kumar87@example.com,+919852478375,114937.46,44,38,0.882
cust_01769,Isha Joshi,isha.joshi82@example.com,+919876625267,208686.4,36,32,0.895
cust_01770,Rajesh Patel,rajesh.patel47@example.com,+919835978571,218784.56,45,34,0.756
cust_01771,Meera Bhat,meera.bhat88@example.com,+919865650977,214715.82,40,33,0.827
cust_01772,Meera Sharma,meera.sharma91@example.com,+919837002880,2669.85,4,1,0.487
cust_01773,Rahul Nair,rahul.nair51@example.com,+919810822924,141068.4,30,24,0.827
cust_01774,Rajesh Sharma,rajesh.sharma32@example.com,+919836040330,155576.07,48,39,0.828
cust_01775,Priya Bhat,priya.bhat14@example.com,+919896657974,186390.1,34,26,0.786
cust_01776,Suresh Kapoor,suresh.kapoor52@example.com,+919872071682,9507.81,25,13,0.541
cust_01777,Rahul Mehta,rahul.mehta82@example.com,+919852346074,167349.0,41,30,0.754
cust_01778,Vikram Verma,vikram.verma29@example.com,+919847642707,35868.91,14,7,0.515
cust_01779,Kabir Joshi,kabir.joshi87@example.com,+919862286700,103149.9,24,18,0.777
cust_01780,Tanvi Reddy,tanvi.reddy14@example.com,+919846439766,53740.23,20,17,0.864
cust_01781,Siddharth Patel,siddharth.patel77@example.com,+919850576475,31444.95,7,5,0.836
cust_01782,Ananya Rao,ananya.rao74@example.com,+919813346688,7058.52,6,4,0.708
cust_01783,Priya Reddy,priya.reddy77@example.com,+919851655640,13260.94,5,2,0.449
cust_01784,Rahul Chopra,rahul.chopra26@example.com,+919837539747,90467.52,24,13,0.556
cust_01785,Dev Sharma,dev.sharma49@example.com,+919815909601,5732.66,4,2,0.602
cust_01786,Aditi Verma,aditi.verma76@example.com,+919898447373,20876.6,11,4,0.408
cust_01787,Meera Singh,meera.singh35@example.com,+919835843038,153094.48,33,28,0.872
cust_01788,Rohan Gupta,rohan.gupta30@example.com,+919846726921,161814.26,40,38,0.97
cust_01789,Meera Nair,meera.nair54@example.com,+919883734610,253141.98,50,39,0.783
cust_01790,Kavita Patel,kavita.patel31@example.com,+919819562056,137495.33,39,37,0.955
cust_01791,Isha Sharma,isha.sharma70@example.com,+919816772091,79626.24,32,24,0.762
cust_01792,Rajesh Kapoor,rajesh.kapoor85@example.com,+919894486125,39498.03,21,13,0.638
cust_01793,Tanvi Deshmukh,tanvi.deshmukh35@example.com,+919881603135,149503.36,34,32,0.962
cust_01794,Ananya Deshmukh,ananya.deshmukh99@example.com,+919872850928,213440.42,46,37,0.821
cust_01795,Amit Rao,amit.rao39@example.com,+919840037183,146580.6,21,20,0.956
cust_01796,Yash Gupta,yash.gupta99@example.com,+919899279031,87176.44,25,23,0.948
cust_01797,Aarav Verma,aarav.verma70@example.com,+919825151444,29680.56,15,12,0.856
cust_01798,Vikram Joshi,vikram.joshi83@example.com,+919827098533,270271.26,50,42,0.843
cust_01799,Tanvi Nair,tanvi.nair93@example.com,+919819519256,38777.04,14,8,0.581
cust_01800,Neha Joshi,neha.joshi41@example.com,+919883544472,20464.5,9,7,0.861
